TimestampUTC,Symbol,Action,Side,Quantity,AvgPrice,OrderID,Reason,Notes
2025-05-10 11:39:37,FARTCOIN/USDT:USDT,EXIT,SHORT,14,NaN,a95c6418-93ac-49da-8ea3-6efaa2561acc,EmergencyClose:FailedInitialStopSet,
2025-05-10 11:39:52,FARTCOIN/USDT:USDT,EXIT,SHORT,14,NaN,67dd61bd-3e15-40f0-ab82-9b431c23e9ee,EmergencyClose:FailedInitialStopSet,
2025-05-10 11:40:07,FARTCOIN/USDT:USDT,EXIT,SHORT,14,NaN,11b748d7-659f-4a95-8e6a-5e782feab512,EmergencyClose:FailedInitialStopSet,
2025-05-10 11:55:33,FARTCOIN/USDT:USDT,EXIT,SHORT,43,NaN,c1134c6d-eb5d-4e76-b346-06418851d6e1,EmergencyClose:FailedInitialStopSet,
2025-05-10 11:55:46,FARTCOIN/USDT:USDT,EXIT,SHORT,28,NaN,55d71ac0-ccab-46bd-b599-80d8f69fb4f2,EmergencyClose:FailedInitialStopSet,
2025-05-10 11:56:28,FARTCOIN/USDT:USDT,EXIT,SHORT,2E+1,NaN,1f84e2e8-c82b-496e-95e6-b5f613c6288a,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:01:16,FARTCOIN/USDT:USDT,EXIT,LONG,37,NaN,22bfaded-7508-41f9-9d58-6e357a1a010c,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:01:33,FARTCOIN/USDT:USDT,EXIT,LONG,26,NaN,4b1447b8-f0a0-4daa-aca2-9f314363f3a5,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:02:01,FARTCOIN/USDT:USDT,EXIT,LONG,24,NaN,1f715855-7d11-48c5-a5c8-5d68d49ab7a4,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:04:18,FARTCOIN/USDT:USDT,EXIT,LONG,23,NaN,d95d27a9-d888-4a2c-b144-61b3c14b60e0,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:04:34,FARTCOIN/USDT:USDT,EXIT,LONG,23,NaN,e5b132b6-3374-45fa-9c2b-1cd2893d31ea,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:04:47,FARTCOIN/USDT:USDT,EXIT,LONG,23,NaN,4595eb49-3521-48c7-8e7b-264d2312ed03,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:05:02,FARTCOIN/USDT:USDT,EXIT,LONG,23,NaN,721ef845-6dfa-4020-8519-96c6b671fa79,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:23:22,FARTCOIN/USDT:USDT,EXIT,LONG,24,NaN,f5bfe960-4a6b-41c1-939d-f3ebf860bffe,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:24:23,FARTCOIN/USDT:USDT,EXIT,LONG,36,NaN,716674d9-5c68-442d-ab09-903e6196ad69,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:24:52,FARTCOIN/USDT:USDT,EXIT,LONG,28,NaN,6cb04615-b18f-4995-91df-b930d5b93fc0,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:26:28,FARTCOIN/USDT:USDT,EXIT,LONG,35,NaN,e0e0f6f3-fd0d-4a46-99ff-48ecf2a175da,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:28:37,FARTCOIN/USDT:USDT,EXIT,LONG,34,NaN,af8cd6a9-4fa6-42af-afc7-d7d8e03ab753,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:28:54,FARTCOIN/USDT:USDT,EXIT,LONG,23,NaN,d321cd8d-c9b7-42f7-9cfb-bfb08df11d21,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:29:24,FARTCOIN/USDT:USDT,EXIT,LONG,35,NaN,7ff40e4a-0ed0-4165-a9dd-78e94549bfb0,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:29:47,FARTCOIN/USDT:USDT,EXIT,LONG,29,NaN,01ee64aa-0448-46e2-9503-4743ea0cdf7e,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:43:53,FARTCOIN/USDT:USDT,EXIT,SHORT,43,NaN,f1051f17-d325-4cea-a30d-fc25f077223e,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:44:18,FARTCOIN/USDT:USDT,EXIT,SHORT,28,NaN,1f0e890f-2c91-4f7d-8fbc-f7ccbda660f3,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:51:26,FARTCOIN/USDT:USDT,EXIT,LONG,28,NaN,a6a5ec59-c837-438c-9223-2a598eb1cb16,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:51:42,FARTCOIN/USDT:USDT,EXIT,LONG,24,NaN,e62a0772-d7ca-412b-888d-507d5e08cd2b,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:51:56,FARTCOIN/USDT:USDT,EXIT,LONG,24,NaN,c7321e29-98a6-4d8b-ad3f-ccf8287492d4,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:52:15,FARTCOIN/USDT:USDT,EXIT,LONG,24,NaN,c8f562a6-cf47-492d-879c-b9c8fd94f7e3,EmergencyClose:FailedInitialStopSet,
2025-05-10 12:58:20,FARTCOIN/USDT:USDT,EXIT,LONG,49,NaN,20c0fc97-d5e8-4740-bf9b-87cea11f4e07,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:05:27,FARTCOIN/USDT:USDT,EXIT,LONG,28,NaN,c6a33278-cf67-4421-be62-ed1f346aa11f,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:06:27,FARTCOIN/USDT:USDT,EXIT,LONG,2E+1,NaN,25c66f18-8dc2-492d-9ba7-b3f4d4bd3829,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:06:43,FARTCOIN/USDT:USDT,EXIT,LONG,2E+1,NaN,b77f0eb1-55dd-42aa-aa67-c4ff4e07942f,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:16:10,FARTCOIN/USDT:USDT,EXIT,SHORT,18,NaN,b79b4a52-b0d8-4009-9115-65fcc226dc02,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:24:31,FARTCOIN/USDT:USDT,EXIT,SHORT,33,NaN,87c8662c-8ef7-4324-883a-9b59dd44a481,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:24:45,FARTCOIN/USDT:USDT,EXIT,SHORT,31,NaN,a191f4d9-f53d-44fa-98b2-cec273f48441,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:25:02,FARTCOIN/USDT:USDT,EXIT,SHORT,3E+1,NaN,369de489-a8b2-43ae-ace6-60ccc45ce0b7,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:25:33,FARTCOIN/USDT:USDT,EXIT,LONG,3E+1,NaN,3cda39f3-942b-44c5-94c4-3ec7aa181d97,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:25:46,FARTCOIN/USDT:USDT,EXIT,LONG,24,NaN,00d4c937-0868-471a-8008-6288bdd87f5b,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:26:02,FARTCOIN/USDT:USDT,EXIT,LONG,23,NaN,8b4ac2ce-c76d-40a4-8bff-edf44fe75da8,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:35:00,FARTCOIN/USDT:USDT,EXIT,LONG,39,NaN,dd10ac7e-6b27-4f4d-8ff3-daa822207392,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:37:32,FARTCOIN/USDT:USDT,EXIT,SHORT,33,NaN,11141ec9-60af-4789-b66d-16167c5d924d,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:37:45,FARTCOIN/USDT:USDT,EXIT,SHORT,32,NaN,38b37caa-08d8-4cd7-85fa-9fa2522d2b54,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:38:01,FARTCOIN/USDT:USDT,EXIT,SHORT,28,NaN,f24f16d0-6e4f-412a-83df-c87b731569e3,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:39:22,FARTCOIN/USDT:USDT,EXIT,LONG,29,NaN,356aee48-2e97-4425-acc7-fcb4d4ec88c2,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:39:47,FARTCOIN/USDT:USDT,EXIT,LONG,22,NaN,abfab868-9605-4bbe-897a-1f8ae63f852f,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:40:00,FARTCOIN/USDT:USDT,EXIT,LONG,22,NaN,cf5c9040-456f-4f84-9bde-f9b2f8cca5e3,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:47:37,FARTCOIN/USDT:USDT,EXIT,LONG,34,NaN,de785faf-5368-4858-8bca-2f34acccd1ed,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:48:27,FARTCOIN/USDT:USDT,EXIT,LONG,21,NaN,1abeee9d-bf9b-4528-8650-70a6f0f32664,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:48:38,FARTCOIN/USDT:USDT,EXIT,LONG,21,NaN,969f0f69-608f-4009-be10-525fab8193e0,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:48:53,FARTCOIN/USDT:USDT,EXIT,LONG,2E+1,NaN,fa5b5b16-61a5-4697-be69-289159326256,EmergencyClose:FailedInitialStopSet,
2025-05-10 13:49:09,FARTCOIN/USDT:USDT,EXIT,LONG,17,NaN,7f72bdc8-e6f4-4f21-90f9-5b15ffaaafdb,EmergencyClose:FailedInitialStopSet,
